#region(開く)

***6月1日～3日
#region(開く)
****6月1日（土）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){受注者強制瞑想で一度リセット後再受注　歪み耐久補填対応}|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/ボア/じょば/銭形/にーと/かみや/けんつ/ハイライト/アドミゲス/シュガピ}|1人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){犬ルリ}|0人|21：42|
|~|2|アーティファクト|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/ボア/じょば/銭形/にーと/かみや}|0人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){様子見のみ}|0人|22：15|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#6495ed):GoodByeCircus|1|ボブキャット|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){マクドナルド/ダミアン/らみ/ひろし/こはる/けんつ/ハイライト/アドミゲス/シュガピ}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/なずぴ/犬ルリ/ひのらん/さぶ郎/霊明/ユン}|1人|22：11|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|客船|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/魔王/華憐/れりあ/ニャンコ/ゴン/わきを/政宗/博士/すん/おきる}|不明 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ヘリ1～,船2～}|2人|00：20頃|
|~|2|アーティファクト|×|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/魔王/華憐/れりあ/那須/ゴン/わきを/政宗/博士/すん/おきる}|不明 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){犬ルリ/皇帝/まるん/がみとも/なずぴ/ボブ/レッサン/他}|10人|01：10|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|客船|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部回収　横取り：餡。クマゴリ}|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/エス/天草/ごう/四五六確/みこだ/ノエル/まいにい/ナリエル}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){犬ルリ/ぼぶ/レッサン/ユン/まるん/れいめい/さぶ郎/なずぴ/皇帝/ひのらん}|8人|21：16|
|~|2|ユニオンヘイスト|◎|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ごう/四五六確/ナリエル/エス/ノエル/まいにい/千代田/白井/みこだ/トナカイ/天草}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){犬ルリ/霊明/なずぴ/ボブ/ひのらん/レッサン/二部/皇帝/ぱちお/さぶ郎/亀有/まるん/キャップ/ユン/ナデシコ}|1人|23：08|
|~|3|飛行場|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ごう/まいにい/ヘルアン/みこだ/エス/ナリエル/天草/白井/四五六確/ノエル}|0人|0人|00：46|
|~|4|ボブキャット|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ごう/まいにい/ヘルアン/みこだ/エス/ナリエル/天草/白井/四五六確/ノエル}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){犬ルリ/ボブ/さぶ郎/なずぴ/まるん/皇帝/ひのらん/ユン/霊明/レッサン/がみとも/ナデシコ/ぱちお/亀有/二部}|1人|01：38|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|オイルリグ|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ジョーカー/トラ雄/ナツメ/レオ/SAY/てって/たけーら}|0人|0人|21：34|
|~|2|オイルリグ|×|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){SAY/せいじ/けっつん/フナ/レオ/たけーら/てって/ジョーカー/ナツメ}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){二部/まるん/皇帝/レッサン/霊明/犬ルリ/ひのらん/さぶ郎/ボブ/ユン/なずぴ/ぱちお/ひのらん/ナデシコ}|不明|--：--|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|パレト銀行|◎|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ケイン/ジョシュア/JD}|0人|0人|00：48|

****6月29日（土）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部しか取れず耐久、歪み補填}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/ボア/じょば/銭形/カイキ/にーと}|0人|0人|20：20|
|~|2|ユニオンヘイスト|×|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/ボア/じょば/銭形/カイキ/にーと/アヌギフ/ハイライト/けんつ/タマーチ/シュガーピーチ}|18人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){れむ/皇帝/犬ルリ/ぺいん/まるん/ひのらん/さぶ郎/ぱちお/セリーヌ/レッサン/るんるん/霊明/つよき/ニ部/斎藤/ユン/ゴリ田/ナデシコ}|12人|21：59|
|~|3|オイルリグ|×|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){イチカ/じょばーな/銭形/アヌギフ/けんつ/ハイライト/タマーチ/シュガーピーチ/メラ}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/皇帝/なずぴ/ぺいん/ひのらん/さぶ郎/レッサン/るんるん/乱歩/つよき/ニ部/ユン/ゴリ田/ナデシコ}|7人|01：33|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|ボブキャット|◎|2人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){わきを/那須}|0人|0人|20：15|
|~|2|パシフィック|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取り：ALLIN 天草/トナカイ/ノエル}|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){れりあ/ニャンコ/わきを/オザワ/すん/おきる/ゴン/那須/博士/ハンク/政宗}|18人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){れむ/皇帝/犬ルリ/ぺいん/まるん/ひのらん/さぶ郎/ぱちお/セリーヌ/レッサン/るんるん/つよき/ニ部/斎藤/ユン/ゴリ田/ナデシコ/なずぴ}|8人|22：38頃|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|客船|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){まいにい/ごう/ヘルアン/白井/ノエル/トナカイ}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){霊明/ひのらん/ぱちお/れむ/よわき/斎藤/ユン}|0人|20：14|
|~|2|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){3/6回収}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){まいにい/ごう/ヘルアン/白井/ノエル/トナカイ/えいむ/天草}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){霊明/ひのらん/ぱちお/ユン/皇帝/つよき/ルリ/れむ/レッサン/さぶ郎/ナデシコ/二部}|8人|21：24|
|~|3|飛行場|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘルアン/えいむ/みこだ/トナカイ/ノエル/まいにい/天草/MonD/四五六確/ごう}|16人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){レッサン/皇帝/伊藤/二部/ぱちお/まるん/よわき/ユン/ひのらん/るんるん/なずぴ/セリーヌ/さぶ郎/斎藤/ナデシコ/ゴリ田}|0人|23：24|
|~|4|ユニオンヘイスト|◎|14人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/千代田/エス/ヘル/椎花/天草/えいむ/トナカイ/ごう/四五六確/まいにい/ノエル/みこだ}|16人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ぺいん/ひのらん/さぶ郎/セリーヌ/ぱちお/るんるん/レッサン/乱歩/つよき/二部/亀有/斎藤/ユン/ナデシコ/ゴリ田}|1人|00：48|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|オイルリグ|×|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){音鳴/ケイン/トピオ/JD}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){犬ルリ/さぶ郎/斉藤/ひのらん/つよき/霊明/ユン/れむ/ぱちお}|3人|20：54|
|~|2|客船|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){金6/6 + 物9/10}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){音鳴/ケイン/トピオ/ジョシュア/JD}|不明 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){なずぴ/さぶ郎/つよき/ひのらん/まるん 他}|0人|23：27|
|~|3|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){4/6回収}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){音鳴/ケイン/トピオ/ジョシュア/JD}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ユン/ぱちお/ひのらん/ぺいん/二部/齋藤/さぶ郎/馬ウアー/るんるん/セリーヌ/ナデシコ}|2人|00：27|
|~|4|パレト銀行|×|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){トピオ/ジョシュア/JD}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/レッサン/ぱちお/セリーヌ/田中/齋藤/よわき}|2人|01：39|

****6月30日（日）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|飛行場|×|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/ボア/じょば/銭形/竹森/カイキ/アヌギフ}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/キーモット/猫マンゴー/犬ルリ/セリーヌ/霊明/ニ部/ナデシコ/るる}|5人|22：04|
|~|2|アーティファクト|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/イチカ/ボア/じょば/銭形/竹森/カイキ/アヌギフ/ハイライト/タマーチ}|11人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/キーモット/猫マンゴー/犬ルリ/さぶ郎/オルカ/セリーヌ/霊明/ニ部/ナデシコ/るる}|1人|22：44|
|~|3|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部歪み補填}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/イチカ/じょば/銭形/竹森/カイキ/アヌギフ/かみや}|2人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/るる}|0人|00：58|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|ユニオンヘイスト|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/ニャンコ/華憐/那須/政宗/クマゴリ/すん/ゴン/ひな}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/オルカ/二部/犬ルリ/猫マンゴー/ぱちお/よわき/レッサン/霊明/さぶ郎/田中/赤城/セリーヌ/るる/ナデシコ}|2人|00：20|
|~|2|アーティファクト|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ニャンコ/クマゴリ/政宗/那須/華憐/ハンク/オザワ/すん/ゴン/れりあ/ひな}|?人|?人|01：39|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|客船|× |5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){エス/天草/月ノ島/ノエル/みこだ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){犬ルリ/猫マンゴー/キーモット/赤城/皇帝/セリーヌ/安倍/二部/冷泉/るる}|5人|21：46|
|~|2|ボブキャット|◎ |8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){千代田/エス/ヘルアン/トナカイ/月ノ島/ノエル/まいにい/みこだ}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){犬ルリ/二部/セリーヌ/猫マンゴー/さぶろう/レッサン/皇帝/霊明/田中/ぱちお/るる/ナデシコ}|1人|00：14|
|~|3|客船|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/千代田/エス/ヘルアン/トナカイ/月ノ島/ノエル/まいにい/みこだ}|0人 |0人|00：50|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|カジノヘイスト|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取りALLIN：エス/みこだ/ノエル}|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/けっつん/SAY/まちょ/たけーら/フナ/レオ/まるこ/セイジ/ナツメ/ジョーカー}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/オルカ/田中/さぶ郎/セリーヌ/レッサン/二部/ぱちお/猫マンゴー/赤城/犬ルリ/ナデシコ/るる}|?人|--：--|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|オイルリグ|×|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ケイン/トピオ/JD}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/二部/他}|3人|22：32|
|~|2|オイルリグ|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部利確}|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ケイン/トピオ/JD}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/よわき/レッサン/さぶ郎/ババア/霊明/ぱちお/二部/オルカ/犬ルリ/猫マンゴー/ナデシコ/るる}|2人|01：20|
#endregion
#endregion
